,source,target,Znum_x,Xnum_x,Znum_y,Xnum_y,commute,weight
295,IIIZII,XZZIXI,4,0,24,34,True,0.3333333333333333
296,IIIZII,XYYXII,4,0,24,60,False,1.0
297,IIIZII,IYYIYY,4,0,27,27,True,1.3333333333333333
298,IIIZII,XZZXYY,4,0,27,39,False,1.0
299,IIIZII,IYZZIY,4,0,29,17,True,0.6666666666666666
300,IIIZII,XZZZXZ,4,0,29,34,True,0.3333333333333333
301,IIIZII,IYZYZI,4,0,30,20,False,0.6666666666666666
302,IIIZII,XZZYYX,4,0,30,39,False,1.0
303,IIIZII,YXIIXY,4,0,33,51,True,1.0
304,IIIZII,YXXYII,4,0,36,60,False,1.0
305,IIIZII,YYIIXX,4,0,48,51,True,1.0
306,IIIZII,YYXXII,4,0,48,60,False,1.0
307,IIIZII,YZZXXY,4,0,57,39,False,1.0
308,IIIZII,YZYIIZ,4,0,57,40,True,0.6666666666666666
309,IIIZII,YZZIYI,4,0,58,34,True,0.6666666666666666
310,IIIZII,YZYXZX,4,0,58,45,False,1.0
311,IIIZII,YZZYXX,4,0,60,39,False,1.0
312,IIIZII,YZYZII,4,0,60,40,True,0.6666666666666666
313,IIIZII,YZZZYZ,4,0,63,34,True,0.6666666666666666
314,IIIZII,YZYYZY,4,0,63,45,False,1.3333333333333333
315,IIIZIZ,IIIZZI,5,0,6,0,True,0.0
316,IIIZIZ,IIZIII,5,0,8,0,True,0.0
317,IIIZIZ,IIZIIZ,5,0,9,0,True,0.0
318,IIIZIZ,IIZIZI,5,0,10,0,True,0.0
319,IIIZIZ,IIZZII,5,0,12,0,True,0.0
320,IIIZIZ,IZIIII,5,0,16,0,True,0.0
321,IIIZIZ,IZIIIZ,5,0,17,0,True,0.0
322,IIIZIZ,IZIIZI,5,0,18,0,True,0.0
323,IIIZIZ,IZIZII,5,0,20,0,True,0.0
324,IIIZIZ,IZZIII,5,0,24,0,True,0.0
325,IIIZIZ,ZIIIII,5,0,32,0,True,0.0
326,IIIZIZ,ZIIIIZ,5,0,33,0,True,0.0
327,IIIZIZ,ZIIIZI,5,0,34,0,True,0.0
328,IIIZIZ,ZIIZII,5,0,36,0,True,0.0
329,IIIZIZ,ZIZIII,5,0,40,0,True,0.0
330,IIIZIZ,ZZIIII,5,0,48,0,True,0.0
331,IIIZIZ,IXIXII,5,0,0,20,False,0.3333333333333333
332,IIIZIZ,IXXIXX,5,0,0,27,False,0.6666666666666666
333,IIIZIZ,IIXXYY,5,0,3,15,True,1.0
334,IIIZIZ,XXIIYY,5,0,3,51,False,1.0
335,IIIZIZ,IIXYYX,5,0,6,15,True,1.0
336,IIIZIZ,IXIZZX,5,0,6,17,False,0.3333333333333333
337,IIIZIZ,IXXYYI,5,0,6,30,False,1.0
338,IIIZIZ,IIYXXY,5,0,9,15,True,1.0
339,IIIZIZ,IXZXZI,5,0,10,20,False,0.3333333333333333
340,IIIZIZ,IXYIYX,5,0,10,27,False,1.0
341,IIIZIZ,IIYYXX,5,0,12,15,True,1.0
342,IIIZIZ,IXZZIX,5,0,12,17,False,0.3333333333333333
343,IIIZIZ,IXYYXI,5,0,12,30,False,1.0
344,IIIZIZ,XXYYII,5,0,12,60,False,1.0
345,IIIZIZ,IYXIXY,5,0,17,27,False,1.0
346,IIIZIZ,XZXIIZ,5,0,17,40,True,0.3333333333333333
347,IIIZIZ,IYXXYI,5,0,18,30,False,1.0
348,IIIZIZ,XZXXZX,5,0,18,45,True,0.6666666666666666
349,IIIZIZ,XYIIYX,5,0,18,51,False,1.0
350,IIIZIZ,IYIYII,5,0,20,20,False,0.6666666666666666
351,IIIZIZ,XZXZII,5,0,20,40,True,0.3333333333333333
352,IIIZIZ,IYIZZY,5,0,23,17,False,0.6666666666666666
353,IIIZIZ,XZXYZY,5,0,23,45,True,1.0
354,IIIZIZ,IYYXXI,5,0,24,30,False,1.0
355,IIIZIZ,XZZIXI,5,0,24,34,True,0.3333333333333333
