,source,target,Znum_x,Xnum_x,Znum_y,Xnum_y,commute,weight
104,IZII,IXIX,4,0,0,5,False,0.5
105,IZII,XIXI,4,0,0,10,True,0.5
106,IZII,IXZX,4,0,2,5,False,0.5
107,IZII,XXYY,4,0,3,15,False,1.5
108,IZII,XZXI,4,0,4,10,True,0.5
109,IZII,IYIY,4,0,5,5,False,1.0
110,IZII,XZXZ,4,0,5,10,True,0.5
111,IZII,XYYX,4,0,6,15,False,1.5
112,IZII,IYZY,4,0,7,5,False,1.0
113,IZII,YXXY,4,0,9,15,False,1.5
114,IZII,ZXZX,4,0,10,5,False,0.5
115,IZII,YIYI,4,0,10,10,True,1.0
116,IZII,YYXX,4,0,12,15,False,1.5
117,IZII,YZYI,4,0,14,10,True,1.0
118,IZII,ZYZY,4,0,15,5,False,1.0
119,IZII,YZYZ,4,0,15,10,True,1.0
120,IZIZ,IZZI,5,0,6,0,True,0.0
121,IZIZ,ZIII,5,0,8,0,True,0.0
122,IZIZ,ZIIZ,5,0,9,0,True,0.0
123,IZIZ,ZIZI,5,0,10,0,True,0.0
124,IZIZ,ZZII,5,0,12,0,True,0.0
125,IZIZ,IXIX,5,0,0,5,True,0.5
126,IZIZ,XIXI,5,0,0,10,True,0.5
127,IZIZ,IXZX,5,0,2,5,True,0.5
128,IZIZ,XXYY,5,0,3,15,True,1.5
129,IZIZ,XZXI,5,0,4,10,True,0.5
130,IZIZ,IYIY,5,0,5,5,True,1.0
131,IZIZ,XZXZ,5,0,5,10,True,0.5
132,IZIZ,XYYX,5,0,6,15,True,1.5
133,IZIZ,IYZY,5,0,7,5,True,1.0
134,IZIZ,YXXY,5,0,9,15,True,1.5
135,IZIZ,ZXZX,5,0,10,5,True,0.5
136,IZIZ,YIYI,5,0,10,10,True,1.0
137,IZIZ,YYXX,5,0,12,15,True,1.5
138,IZIZ,YZYI,5,0,14,10,True,1.0
139,IZIZ,ZYZY,5,0,15,5,True,1.0
140,IZIZ,YZYZ,5,0,15,10,True,1.0
141,IZZI,ZIII,6,0,8,0,True,0.0
142,IZZI,ZIIZ,6,0,9,0,True,0.0
143,IZZI,ZIZI,6,0,10,0,True,0.0
144,IZZI,ZZII,6,0,12,0,True,0.0
145,IZZI,IXIX,6,0,0,5,False,0.5
146,IZZI,XIXI,6,0,0,10,False,0.5
147,IZZI,IXZX,6,0,2,5,False,0.5
148,IZZI,XXYY,6,0,3,15,True,1.5
149,IZZI,XZXI,6,0,4,10,False,0.5
150,IZZI,IYIY,6,0,5,5,False,1.0
151,IZZI,XZXZ,6,0,5,10,False,0.5
