,index,Pstring,type,Z,X,Znum,Xnum,zindex,xindex
102,202,IIIIIIIIYYXX,2,IIIIIIIIZZII,IIIIIIIIXXXX,12,15,10,13
103,219,IIIIIIXXYYII,2,IIIIIIIIZZII,IIIIIIXXXXII,12,60,10,18
104,223,IIIIXXIIYYII,2,IIIIIIIIZZII,IIIIXXIIXXII,12,204,10,19
105,227,IIXXIIIIYYII,2,IIIIIIIIZZII,IIXXIIIIXXII,12,780,10,20
106,231,XXIIIIIIYYII,2,IIIIIIIIZZII,XXIIIIIIXXII,12,3084,10,21
107,106,IIIIIIXZXIII,2,IIIIIIIZIIII,IIIIIIXIXIII,16,40,11,3
108,103,IIIIIIIYXIXY,2,IIIIIIIZIIIZ,IIIIIIIXXIXX,17,27,12,2
109,107,IIIIIIXZXIIZ,2,IIIIIIIZIIIZ,IIIIIIXIXIII,17,40,12,3
110,108,IIIIIIXZXIZI,2,IIIIIIIZIIZI,IIIIIIXIXIII,18,40,13,3
111,204,IIIIIIXYIIYX,2,IIIIIIIZIIZI,IIIIIIXXIIXX,18,51,13,14
112,83,IIIIIIIYIYII,2,IIIIIIIZIZII,IIIIIIIXIXII,20,20,14,1
113,109,IIIIIIXZXZII,2,IIIIIIIZIZII,IIIIIIXIXIII,20,40,14,3
114,220,IIIIIIXYYXII,2,IIIIIIIZZIII,IIIIIIXXXXII,24,60,15,18
115,235,IXXIIIIYYIII,2,IIIIIIIZZIII,IXXIIIIXXIII,24,1560,15,22
116,239,IXXIIIXZZXII,2,IIIIIIIZZIII,IXXIIIXIIXII,24,1572,15,23
