,index,Pstring,type,Z,X,Znum,Xnum,zindex,xindex
0,0,IIII,0,IIII,,0,0,0,0
1,1,IIIZ,0,IIIZ,,1,0,1,0
2,2,IIZI,0,IIZI,,2,0,2,0
3,3,IIZZ,0,IIZZ,,3,0,3,0
4,4,IZII,0,IZII,,4,0,4,0
5,5,IZIZ,0,IZIZ,,5,0,5,0
6,6,IZZI,0,IZZI,,6,0,6,0
7,7,ZIII,0,ZIII,,8,0,7,0
8,8,ZIIZ,0,ZIIZ,,9,0,8,0
9,9,ZIZI,0,ZIZI,,10,0,9,0
10,10,ZZII,0,ZZII,,12,0,10,0
11,11,XXYY,2,IIZZ,XXXX,3,15,3,1
12,12,XYYX,2,IZZI,XXXX,6,15,6,1
13,13,YXXY,2,ZIIZ,XXXX,9,15,8,1
14,14,YYXX,2,ZZII,XXXX,12,15,10,1
