,index,Pstring,type,Z,X,Znum,Xnum,zindex,xindex
96,215,XXIIIIIIIIYY,2,IIIIIIIIIIZZ,XXIIIIIIIIXX,3,3075,3,17
97,102,IIIIIIIIXZXI,2,IIIIIIIIIZII,IIIIIIIIXIXI,4,10,4,2
98,81,IIIIIIIIIYIY,2,IIIIIIIIIZIZ,IIIIIIIIIXIX,5,5,5,1
99,103,IIIIIIIIXZXZ,2,IIIIIIIIIZIZ,IIIIIIIIXIXI,5,10,5,2
100,200,IIIIIIIIXYYX,2,IIIIIIIIIZZI,IIIIIIIIXXXX,6,15,6,13
101,219,IXXIIIIIIYYI,2,IIIIIIIIIZZI,IXXIIIIIIXXI,6,1542,6,18
102,223,IXXIIIIIXZZX,2,IIIIIIIIIZZI,IXXIIIIIXIIX,6,1545,6,19
103,91,IIIIIIIIIYZY,2,IIIIIIIIIZZZ,IIIIIIIIIXIX,7,5,79,1
104,201,IIIIIIIIYXXY,2,IIIIIIIIZIIZ,IIIIIIIIXXXX,9,15,8,13
105,82,IIIIIIIIZXZX,2,IIIIIIIIZIZI,IIIIIIIIIXIX,10,5,9,1
106,104,IIIIIIIIYIYI,2,IIIIIIIIZIZI,IIIIIIIIXIXI,10,10,9,2
107,202,IIIIIIIIYYXX,2,IIIIIIIIZZII,IIIIIIIIXXXX,12,15,10,13
108,227,IIIIIIXXYYII,2,IIIIIIIIZZII,IIIIIIXXXXII,12,60,10,20
109,231,IIIIXXIIYYII,2,IIIIIIIIZZII,IIIIXXIIXXII,12,204,10,21
110,235,IIXXIIIIYYII,2,IIIIIIIIZZII,IIXXIIIIXXII,12,780,10,22
111,239,XXIIIIIIYYII,2,IIIIIIIIZZII,XXIIIIIIXXII,12,3084,10,23
112,113,IIIIIIIIYZYI,2,IIIIIIIIZZZI,IIIIIIIIXIXI,14,10,80,2
113,92,IIIIIIIIZYZY,2,IIIIIIIIZZZZ,IIIIIIIIIXIX,15,5,81,1
114,114,IIIIIIIIYZYZ,2,IIIIIIIIZZZZ,IIIIIIIIXIXI,15,10,81,2
115,291,IIIIIIXXYZZY,2,IIIIIIIIZZZZ,IIIIIIXXXIIX,15,57,81,24
116,295,IIIIXXIIYZZY,2,IIIIIIIIZZZZ,IIIIXXIIXIIX,15,201,81,25
117,299,IIXXIIIIYZZY,2,IIIIIIIIZZZZ,IIXXIIIIXIIX,15,777,81,26
118,303,XXIIIIIIYZZY,2,IIIIIIIIZZZZ,XXIIIIIIXIIX,15,3081,81,27
119,83,IIIIIIIZIXZX,2,IIIIIIIZIIZI,IIIIIIIIIXIX,18,5,13,1
120,204,IIIIIIXYIIYX,2,IIIIIIIZIIZI,IIIIIIXXIIXX,18,51,13,14
121,105,IIIIIIIZXZXI,2,IIIIIIIZIZII,IIIIIIIIXIXI,20,10,14,2
122,124,IIIIIIXYIYXI,2,IIIIIIIZIZII,IIIIIIXXIXXI,20,54,14,3
123,93,IIIIIIIZIYZY,2,IIIIIIIZIZZZ,IIIIIIIIIXIX,23,5,82,1
124,228,IIIIIIXYYXII,2,IIIIIIIZZIII,IIIIIIXXXXII,24,60,15,20
125,115,IIIIIIIZYZYI,2,IIIIIIIZZZZI,IIIIIIIIXIXI,30,10,83,2
126,292,IIIIIIXYYZZX,2,IIIIIIIZZZZI,IIIIIIXXXIIX,30,57,83,24
127,205,IIIIIIYXIIXY,2,IIIIIIZIIIIZ,IIIIIIXXIIXX,33,51,17,14
128,84,IIIIIIZIIXZX,2,IIIIIIZIIIZI,IIIIIIIIIXIX,34,5,18,1
129,125,IIIIIIYXIXYI,2,IIIIIIZIIIZI,IIIIIIXXIXXI,34,54,18,3
130,106,IIIIIIZIXZXI,2,IIIIIIZIIZII,IIIIIIIIXIXI,36,10,19,2
131,229,IIIIIIYXXYII,2,IIIIIIZIIZII,IIIIIIXXXXII,36,60,19,20
132,94,IIIIIIZIIYZY,2,IIIIIIZIIZZZ,IIIIIIIIIXIX,39,5,84,1
133,293,IIIIIIYXXZZY,2,IIIIIIZIIZZZ,IIIIIIXXXIIX,39,57,84,24
134,116,IIIIIIZIYZYI,2,IIIIIIZIZZZI,IIIIIIIIXIXI,46,10,85,2
135,206,IIIIIIYYIIXX,2,IIIIIIZZIIII,IIIIIIXXIIXX,48,51,21,14
136,230,IIIIIIYYXXII,2,IIIIIIZZIIII,IIIIIIXXXXII,48,60,21,20
137,243,IIIIXXYYIIII,2,IIIIIIZZIIII,IIIIXXXXIIII,48,240,21,28
138,247,IIXXIIYYIIII,2,IIIIIIZZIIII,IIXXIIXXIIII,48,816,21,29
139,251,XXIIIIYYIIII,2,IIIIIIZZIIII,XXIIIIXXIIII,48,3120,21,30
140,126,IIIIIIYYIYYI,2,IIIIIIZZIZZI,IIIIIIXXIXXI,54,54,86,3
141,294,IIIIIIYYXZZX,2,IIIIIIZZIZZI,IIIIIIXXXIIX,54,57,86,24
142,85,IIIIIZIIIXZX,2,IIIIIZIIIIZI,IIIIIIIIIXIX,66,5,24,1
143,208,IIIIXYIIIIYX,2,IIIIIZIIIIZI,IIIIXXIIIIXX,66,195,24,15
144,107,IIIIIZIIXZXI,2,IIIIIZIIIZII,IIIIIIIIXIXI,68,10,25,2
145,128,IIIIXYIIIYXI,2,IIIIIZIIIZII,IIIIXXIIIXXI,68,198,25,4
146,95,IIIIIZIIIYZY,2,IIIIIZIIIZZZ,IIIIIIIIIXIX,71,5,87,1
147,232,IIIIXYIIYXII,2,IIIIIZIIZIII,IIIIXXIIXXII,72,204,26,21
148,117,IIIIIZIIYZYI,2,IIIIIZIIZZZI,IIIIIIIIXIXI,78,10,88,2
149,296,IIIIXYIIYZZX,2,IIIIIZIIZZZI,IIIIXXIIXIIX,78,201,88,25
150,244,IIIIXYYXIIII,2,IIIIIZZIIIII,IIIIXXXXIIII,96,240,28,28
151,307,IIIXIZZZZXII,2,IIIIIZZZZIII,IIIXIIIIIXII,120,260,89,31
152,329,IIIXXYZZYIII,2,IIIIIZZZZIII,IIIXXXIIXIII,120,456,89,32
153,333,IIIXIZZZZZZX,2,IIIIIZZZZZZI,IIIXIIIIIIIX,126,257,90,33
154,355,IIIXXYZZZZYI,2,IIIIIZZZZZZI,IIIXXXIIIIXI,126,450,90,34
155,209,IIIIYXIIIIXY,2,IIIIZIIIIIIZ,IIIIXXIIIIXX,129,195,30,15
156,86,IIIIZIIIIXZX,2,IIIIZIIIIIZI,IIIIIIIIIXIX,130,5,31,1
157,129,IIIIYXIIIXYI,2,IIIIZIIIIIZI,IIIIXXIIIXXI,130,198,31,4
158,108,IIIIZIIIXZXI,2,IIIIZIIIIZII,IIIIIIIIXIXI,132,10,32,2
159,233,IIIIYXIIXYII,2,IIIIZIIIIZII,IIIIXXIIXXII,132,204,32,21
160,96,IIIIZIIIIYZY,2,IIIIZIIIIZZZ,IIIIIIIIIXIX,135,5,91,1
161,297,IIIIYXIIXZZY,2,IIIIZIIIIZZZ,IIIIXXIIXIIX,135,201,91,25
162,118,IIIIZIIIYZYI,2,IIIIZIIIZZZI,IIIIIIIIXIXI,142,10,92,2
163,245,IIIIYXXYIIII,2,IIIIZIIZIIII,IIIIXXXXIIII,144,240,34,28
164,308,IIIXZIZZZXII,2,IIIIZIZZZIII,IIIXIIIIIXII,184,260,93,31
165,334,IIIXZIZZZZZX,2,IIIIZIZZZZZI,IIIXIIIIIIIX,190,257,94,33
166,210,IIIIYYIIIIXX,2,IIIIZZIIIIII,IIIIXXIIIIXX,192,195,36,15
167,234,IIIIYYIIXXII,2,IIIIZZIIIIII,IIIIXXIIXXII,192,204,36,21
168,246,IIIIYYXXIIII,2,IIIIZZIIIIII,IIIIXXXXIIII,192,240,36,28
169,255,IIXXYYIIIIII,2,IIIIZZIIIIII,IIXXXXIIIIII,192,960,36,35
170,259,XXIIYYIIIIII,2,IIIIZZIIIIII,XXIIXXIIIIII,192,3264,36,36
171,130,IIIIYYIIIYYI,2,IIIIZZIIIZZI,IIIIXXIIIXXI,198,198,95,4
172,298,IIIIYYIIXZZX,2,IIIIZZIIIZZI,IIIIXXIIXIIX,198,201,95,25
173,309,IIIXZZIZZXII,2,IIIIZZIZZIII,IIIXIIIIIXII,216,260,96,31
174,359,IIIXZZXYYIII,2,IIIIZZIZZIII,IIIXIIXXXIII,216,312,96,37
175,335,IIIXZZIZZZZX,2,IIIIZZIZZZZI,IIIXIIIIIIIX,222,257,97,33
176,363,IIIXZZXYZZYI,2,IIIIZZIZZZZI,IIIXIIXXIIXI,222,306,97,38
177,310,IIIXZZZIZXII,2,IIIIZZZIZIII,IIIXIIIIIXII,232,260,98,31
178,336,IIIXZZZIZZZX,2,IIIIZZZIZZZI,IIIXIIIIIIIX,238,257,99,33
179,311,IIIXZZZZIXII,2,IIIIZZZZIIII,IIIXIIIIIXII,240,260,100,31
180,367,IIIXZZZZXIXX,2,IIIIZZZZIIII,IIIXIIIIXIXX,240,267,100,39
181,360,IIIXZZYYXIII,2,IIIIZZZZIIII,IIIXIIXXXIII,240,312,100,37
182,330,IIIXYYZZXIII,2,IIIIZZZZIIII,IIIXXXIIXIII,240,456,100,32
183,371,IIXIZZZZXIII,2,IIIIZZZZIIII,IIXIIIIIXIII,240,520,100,40
184,393,XXIXZZZZXIII,2,IIIIZZZZIIII,XXIXIIIIXIII,240,3336,100,41
185,337,IIIXZZZZIZZX,2,IIIIZZZZIZZI,IIIXIIIIIIIX,246,257,101,33
186,397,IIIXZZZZXYYI,2,IIIIZZZZIZZI,IIIXIIIIXXXI,246,270,101,42
187,312,IIIXZZZZZXII,2,IIIIZZZZZIII,IIIXIIIIIXII,248,260,102,31
188,313,IIIXZZZZZXIZ,2,IIIIZZZZZIIZ,IIIXIIIIIXII,249,260,103,31
189,338,IIIXZZZZZIZX,2,IIIIZZZZZIZI,IIIXIIIIIIIX,250,257,104,33
190,314,IIIXZZZZZXZI,2,IIIIZZZZZIZI,IIIXIIIIIXII,250,260,104,31
191,368,IIIXZZZZYIYX,2,IIIIZZZZZIZI,IIIXIIIIXIXX,250,267,104,39
192,339,IIIXZZZZZZIX,2,IIIIZZZZZZII,IIIXIIIIIIIX,252,257,105,33
193,398,IIIXZZZZYYXI,2,IIIIZZZZZZII,IIIXIIIIXXXI,252,270,105,42
194,364,IIIXZZYYZZXI,2,IIIIZZZZZZII,IIIXIIXXIIXI,252,306,105,38
195,356,IIIXYYZZZZXI,2,IIIIZZZZZZII,IIIXXXIIIIXI,252,450,105,34
196,401,IIXIZZZZZZXI,2,IIIIZZZZZZII,IIXIIIIIIIXI,252,514,105,43
197,423,XXIXZZZZZZXI,2,IIIIZZZZZZII,XXIXIIIIIIXI,252,3330,105,44
198,340,IIIXZZZZZZZX,2,IIIIZZZZZZZI,IIIXIIIIIIIX,254,257,106,33
199,87,IIIZIIIIIXZX,2,IIIZIIIIIIZI,IIIIIIIIIXIX,258,5,39,1
200,212,IIXYIIIIIIYX,2,IIIZIIIIIIZI,IIXXIIIIIIXX,258,771,39,16
201,109,IIIZIIIIXZXI,2,IIIZIIIIIZII,IIIIIIIIXIXI,260,10,40,2
202,132,IIXYIIIIIYXI,2,IIIZIIIIIZII,IIXXIIIIIXXI,260,774,40,5
203,97,IIIZIIIIIYZY,2,IIIZIIIIIZZZ,IIIIIIIIIXIX,263,5,107,1
204,236,IIXYIIIIYXII,2,IIIZIIIIZIII,IIXXIIIIXXII,264,780,41,22
205,119,IIIZIIIIYZYI,2,IIIZIIIIZZZI,IIIIIIIIXIXI,270,10,108,2
206,300,IIXYIIIIYZZX,2,IIIZIIIIZZZI,IIXXIIIIXIIX,270,777,108,26
207,248,IIXYIIYXIIII,2,IIIZIIZIIIII,IIXXIIXXIIII,288,816,43,29
208,331,IIIYXXZZYIII,2,IIIZIIZZZIII,IIIXXXIIXIII,312,456,109,32
209,427,IIXZXXZZZXII,2,IIIZIIZZZIII,IIXIXXIIIXII,312,708,109,45
210,357,IIIYXXZZZZYI,2,IIIZIIZZZZZI,IIIXXXIIIIXI,318,450,110,34
211,431,IIXZXXZZZZZX,2,IIIZIIZZZZZI,IIXIXXIIIIIX,318,705,110,46
212,372,IIXZIZZZXIII,2,IIIZIZZZIIII,IIXIIIIIXIII,368,520,111,40
213,315,IIIYIZZZZYII,2,IIIZIZZZZZII,IIIXIIIIIXII,380,260,112,31
214,402,IIXZIZZZZZXI,2,IIIZIZZZZZII,IIXIIIIIIIXI,380,514,112,43
215,428,IIXZXYZZZYII,2,IIIZIZZZZZII,IIXIXXIIIXII,380,708,112,45
216,341,IIIYIZZZZZZY,2,IIIZIZZZZZZZ,IIIXIIIIIIIX,383,257,113,33
217,432,IIXZXYZZZZZY,2,IIIZIZZZZZZZ,IIXIXXIIIIIX,383,705,113,46
218,256,IIXYYXIIIIII,2,IIIZZIIIIIII,IIXXXXIIIIII,384,960,45,35
219,332,IIIYYXZZXIII,2,IIIZZIZZIIII,IIIXXXIIXIII,432,456,114,32
220,373,IIXZZIZZXIII,2,IIIZZIZZIIII,IIXIIIIIXIII,432,520,114,40
221,316,IIIYZIZZZYII,2,IIIZZIZZZZII,IIIXIIIIIXII,444,260,115,31
222,358,IIIYYXZZZZXI,2,IIIZZIZZZZII,IIIXXXIIIIXI,444,450,115,34
223,403,IIXZZIZZZZXI,2,IIIZZIZZZZII,IIXIIIIIIIXI,444,514,115,43
224,342,IIIYZIZZZZZY,2,IIIZZIZZZZZZ,IIIXIIIIIIIX,447,257,116,33
225,361,IIIYZZXXYIII,2,IIIZZZIIZIII,IIIXIIXXXIII,456,312,117,37
226,435,IIXZZZXXZXII,2,IIIZZZIIZIII,IIXIIIXXIXII,456,564,117,47
227,365,IIIYZZXXZZYI,2,IIIZZZIIZZZI,IIIXIIXXIIXI,462,306,118,38
228,439,IIXZZZXXZZZX,2,IIIZZZIIZZZI,IIXIIIXXIIIX,462,561,118,48
229,374,IIXZZZIZXIII,2,IIIZZZIZIIII,IIXIIIIIXIII,464,520,119,40
230,317,IIIYZZIZZYII,2,IIIZZZIZZZII,IIIXIIIIIXII,476,260,120,31
231,404,IIXZZZIZZZXI,2,IIIZZZIZZZII,IIXIIIIIIIXI,476,514,120,43
232,436,IIXZZZXYZYII,2,IIIZZZIZZZII,IIXIIIXXIXII,476,564,120,47
233,343,IIIYZZIZZZZY,2,IIIZZZIZZZZZ,IIIXIIIIIIIX,479,257,121,33
234,440,IIXZZZXYZZZY,2,IIIZZZIZZZZZ,IIXIIIXXIIIX,479,561,121,48
235,362,IIIYZZYXXIII,2,IIIZZZZIIIII,IIIXIIXXXIII,480,312,122,37
236,375,IIXZZZZIXIII,2,IIIZZZZIIIII,IIXIIIIIXIII,480,520,122,40
237,318,IIIYZZZIZYII,2,IIIZZZZIZZII,IIIXIIIIIXII,492,260,123,31
238,366,IIIYZZYXZZXI,2,IIIZZZZIZZII,IIIXIIXXIIXI,492,306,123,38
239,405,IIXZZZZIZZXI,2,IIIZZZZIZZII,IIXIIIIIIIXI,492,514,123,43
240,344,IIIYZZZIZZZY,2,IIIZZZZIZZZZ,IIIXIIIIIIIX,495,257,124,33
241,376,IIXZZZZZXIII,2,IIIZZZZZIIII,IIXIIIIIXIII,496,520,125,40
242,369,IIIYZZZZXIXY,2,IIIZZZZZIIIZ,IIIXIIIIXIXX,497,267,126,39
243,377,IIXZZZZZXIIZ,2,IIIZZZZZIIIZ,IIXIIIIIXIII,497,520,126,40
244,399,IIIYZZZZXXYI,2,IIIZZZZZIIZI,IIIXIIIIXXXI,498,270,127,42
245,378,IIXZZZZZXIZI,2,IIIZZZZZIIZI,IIXIIIIIXIII,498,520,127,40
246,443,IIXZZZZZXXZX,2,IIIZZZZZIIZI,IIXIIIIIXXIX,498,525,127,49
247,319,IIIYZZZZIYII,2,IIIZZZZZIZII,IIIXIIIIIXII,500,260,128,31
248,406,IIXZZZZZIZXI,2,IIIZZZZZIZII,IIXIIIIIIIXI,500,514,128,43
249,379,IIXZZZZZXZII,2,IIIZZZZZIZII,IIXIIIIIXIII,500,520,128,40
250,345,IIIYZZZZIZZY,2,IIIZZZZZIZZZ,IIIXIIIIIIIX,503,257,129,33
251,444,IIXZZZZZXYZY,2,IIIZZZZZIZZZ,IIXIIIIIXXIX,503,525,129,49
252,400,IIIYZZZZYXXI,2,IIIZZZZZZIII,IIIXIIIIXXXI,504,270,130,42
253,407,IIXZZZZZZIXI,2,IIIZZZZZZIII,IIXIIIIIIIXI,504,514,130,43
254,447,IXIZZZZZZXII,2,IIIZZZZZZIII,IXIIIIIIIXII,504,1028,130,50
255,469,IXXYZZZZYIII,2,IIIZZZZZZIII,IXXXIIIIXIII,504,1800,130,51
256,346,IIIYZZZZZIZY,2,IIIZZZZZZIZZ,IIIXIIIIIIIX,507,257,131,33
257,370,IIIYZZZZYIYY,2,IIIZZZZZZIZZ,IIIXIIIIXIXX,507,267,131,39
258,473,IIXZZZZZZXYY,2,IIIZZZZZZIZZ,IIXIIIIIIXXX,507,519,131,52
259,320,IIIYZZZZZYII,2,IIIZZZZZZZII,IIIXIIIIIXII,508,260,132,31
260,408,IIXZZZZZZZXI,2,IIIZZZZZZZII,IIXIIIIIIIXI,508,514,132,43
261,347,IIIYZZZZZZIY,2,IIIZZZZZZZIZ,IIIXIIIIIIIX,509,257,133,33
262,321,IIIYZZZZZYIZ,2,IIIZZZZZZZIZ,IIIXIIIIIXII,509,260,133,31
263,409,IIXZZZZZZZXZ,2,IIIZZZZZZZIZ,IIXIIIIIIIXI,509,514,133,43
264,322,IIIYZZZZZYZI,2,IIIZZZZZZZZI,IIIXIIIIIXII,510,260,134,31
265,474,IIXZZZZZZYYX,2,IIIZZZZZZZZI,IIXIIIIIIXXX,510,519,134,52
266,477,IXIZZZZZZZZX,2,IIIZZZZZZZZI,IXIIIIIIIIIX,510,1025,134,53
267,499,IXXYZZZZZZYI,2,IIIZZZZZZZZI,IXXXIIIIIIXI,510,1794,134,54
268,348,IIIYZZZZZZZY,2,IIIZZZZZZZZZ,IIIXIIIIIIIX,511,257,135,33
269,136,IXZXIIIIIIII,2,IIZIIIIIIIII,IXIXIIIIIIII,512,1280,46,6
270,213,IIYXIIIIIIXY,2,IIZIIIIIIIIZ,IIXXIIIIIIXX,513,771,47,16
271,137,IXZXIIIIIIIZ,2,IIZIIIIIIIIZ,IXIXIIIIIIII,513,1280,47,6
272,88,IIZIIIIIIXZX,2,IIZIIIIIIIZI,IIIIIIIIIXIX,514,5,48,1
273,133,IIYXIIIIIXYI,2,IIZIIIIIIIZI,IIXXIIIIIXXI,514,774,48,5
274,138,IXZXIIIIIIZI,2,IIZIIIIIIIZI,IXIXIIIIIIII,514,1280,48,6
275,263,IXZXIIIIIXZX,2,IIZIIIIIIIZI,IXIXIIIIIXIX,514,1285,48,55
276,158,IXYIIIIIIIYX,2,IIZIIIIIIIZI,IXXIIIIIIIXX,514,1539,48,7
277,110,IIZIIIIIXZXI,2,IIZIIIIIIZII,IIIIIIIIXIXI,516,10,49,2
278,237,IIYXIIIIXYII,2,IIZIIIIIIZII,IIXXIIIIXXII,516,780,49,22
279,139,IXZXIIIIIZII,2,IIZIIIIIIZII,IXIXIIIIIIII,516,1280,49,6
280,269,IXZXIIIIXZXI,2,IIZIIIIIIZII,IXIXIIIIXIXI,516,1290,49,56
281,220,IXYIIIIIIYXI,2,IIZIIIIIIZII,IXXIIIIIIXXI,516,1542,49,18
282,98,IIZIIIIIIYZY,2,IIZIIIIIIZZZ,IIIIIIIIIXIX,519,5,136,1
283,301,IIYXIIIIXZZY,2,IIZIIIIIIZZZ,IIXXIIIIXIIX,519,777,136,26
284,264,IXZXIIIIIYZY,2,IIZIIIIIIZZZ,IXIXIIIIIXIX,519,1285,136,55
285,140,IXZXIIIIZIII,2,IIZIIIIIZIII,IXIXIIIIIIII,520,1280,50,6
286,162,IXYIIIIIYXII,2,IIZIIIIIZIII,IXXIIIIIXXII,520,1548,50,8
287,120,IIZIIIIIYZYI,2,IIZIIIIIZZZI,IIIIIIIIXIXI,526,10,137,2
288,270,IXZXIIIIYZYI,2,IIZIIIIIZZZI,IXIXIIIIXIXI,526,1290,137,56
289,224,IXYIIIIIYZZX,2,IIZIIIIIZZZI,IXXIIIIIXIIX,526,1545,137,19
290,249,IIYXIIXYIIII,2,IIZIIIIZIIII,IIXXIIXXIIII,528,816,51,29
291,141,IXZXIIIZIIII,2,IIZIIIIZIIII,IXIXIIIIIIII,528,1280,51,6
292,142,IXZXIIZIIIII,2,IIZIIIZIIIII,IXIXIIIIIIII,544,1280,52,6
293,166,IXYIIIYXIIII,2,IIZIIIZIIIII,IXXIIIXXIIII,544,1584,52,9
294,257,IIYXXYIIIIII,2,IIZIIZIIIIII,IIXXXXIIIIII,576,960,53,35
295,143,IXZXIZIIIIII,2,IIZIIZIIIIII,IXIXIIIIIIII,576,1280,53,6
296,144,IXZXZIIIIIII,2,IIZIZIIIIIII,IXIXIIIIIIII,640,1280,54,6
297,170,IXYIYXIIIIII,2,IIZIZIIIIIII,IXXIXXIIIIII,640,1728,54,10
298,323,IIZXZZZZZXII,2,IIZIZZZZZIII,IIIXIIIIIXII,760,260,138,31
299,380,IIYIZZZZYIII,2,IIZIZZZZZIII,IIXIIIIIXIII,760,520,138,40
300,448,IXZIZZZZZXII,2,IIZIZZZZZIII,IXIIIIIIIXII,760,1028,138,50
301,349,IIZXZZZZZZZX,2,IIZIZZZZZZZI,IIIXIIIIIIIX,766,257,139,33
302,410,IIYIZZZZZZYI,2,IIZIZZZZZZZI,IIXIIIIIIIXI,766,514,139,43
303,478,IXZIZZZZZZZX,2,IIZIZZZZZZZI,IXIIIIIIIIIX,766,1025,139,53
304,214,IIYYIIIIIIXX,2,IIZZIIIIIIII,IIXXIIIIIIXX,768,771,55,16
305,238,IIYYIIIIXXII,2,IIZZIIIIIIII,IIXXIIIIXXII,768,780,55,22
306,250,IIYYIIXXIIII,2,IIZZIIIIIIII,IIXXIIXXIIII,768,816,55,29
307,258,IIYYXXIIIIII,2,IIZZIIIIIIII,IIXXXXIIIIII,768,960,55,35
308,273,XXYYIIIIIIII,2,IIZZIIIIIIII,XXXXIIIIIIII,768,3840,55,57
309,134,IIYYIIIIIYYI,2,IIZZIIIIIZZI,IIXXIIIIIXXI,774,774,140,5
310,302,IIYYIIIIXZZX,2,IIZZIIIIIZZI,IIXXIIIIXIIX,774,777,140,26
311,265,IXZYIIIIIYZX,2,IIZZIIIIIZZI,IXIXIIIIIXIX,774,1285,140,55
312,381,IIYZIZZZYIII,2,IIZZIZZZZIII,IIXIIIIIXIII,888,520,141,40
313,449,IXZZIZZZZXII,2,IIZZIZZZZIII,IXIIIIIIIXII,888,1028,141,50
314,503,IXZZXYZZYIII,2,IIZZIZZZZIII,IXIIXXIIXIII,888,1224,141,58
315,411,IIYZIZZZZZYI,2,IIZZIZZZZZZI,IIXIIIIIIIXI,894,514,142,43
316,479,IXZZIZZZZZZX,2,IIZZIZZZZZZI,IXIIIIIIIIIX,894,1025,142,53
317,507,IXZZXYZZZZYI,2,IIZZIZZZZZZI,IXIIXXIIIIXI,894,1218,142,59
318,382,IIYZZIZZYIII,2,IIZZZIZZZIII,IIXIIIIIXIII,952,520,143,40
319,429,IIYZYXZZZXII,2,IIZZZIZZZIII,IIXIXXIIIXII,952,708,143,45
320,450,IXZZZIZZZXII,2,IIZZZIZZZIII,IXIIIIIIIXII,952,1028,143,50
321,412,IIYZZIZZZZYI,2,IIZZZIZZZZZI,IIXIIIIIIIXI,958,514,144,43
322,433,IIYZYXZZZZZX,2,IIZZZIZZZZZI,IIXIXXIIIIIX,958,705,144,46
323,480,IXZZZIZZZZZX,2,IIZZZIZZZZZI,IXIIIIIIIIIX,958,1025,144,53
324,383,IIYZZZIZYIII,2,IIZZZZIZZIII,IIXIIIIIXIII,984,520,145,40
325,451,IXZZZZIZZXII,2,IIZZZZIZZIII,IXIIIIIIIXII,984,1028,145,50
326,511,IXZZZZXYYIII,2,IIZZZZIZZIII,IXIIIIXXXIII,984,1080,145,60
327,413,IIYZZZIZZZYI,2,IIZZZZIZZZZI,IIXIIIIIIIXI,990,514,146,43
328,481,IXZZZZIZZZZX,2,IIZZZZIZZZZI,IXIIIIIIIIIX,990,1025,146,53
329,515,IXZZZZXYZZYI,2,IIZZZZIZZZZI,IXIIIIXXIIXI,990,1074,146,61
330,384,IIYZZZZIYIII,2,IIZZZZZIZIII,IIXIIIIIXIII,1000,520,147,40
331,437,IIYZZZYXZXII,2,IIZZZZZIZIII,IIXIIIXXIXII,1000,564,147,47
332,452,IXZZZZZIZXII,2,IIZZZZZIZIII,IXIIIIIIIXII,1000,1028,147,50
333,414,IIYZZZZIZZYI,2,IIZZZZZIZZZI,IIXIIIIIIIXI,1006,514,148,43
334,441,IIYZZZYXZZZX,2,IIZZZZZIZZZI,IIXIIIXXIIIX,1006,561,148,48
335,482,IXZZZZZIZZZX,2,IIZZZZZIZZZI,IXIIIIIIIIIX,1006,1025,148,53
336,453,IXZZZZZZIXII,2,IIZZZZZZIIII,IXIIIIIIIXII,1008,1028,149,50
337,519,IXZZZZZZXIXX,2,IIZZZZZZIIII,IXIIIIIIXIXX,1008,1035,149,62
338,512,IXZZZZYYXIII,2,IIZZZZZZIIII,IXIIIIXXXIII,1008,1080,149,60
339,504,IXZZYYZZXIII,2,IIZZZZZZIIII,IXIIXXIIXIII,1008,1224,149,58
340,470,IXYYZZZZXIII,2,IIZZZZZZIIII,IXXXIIIIXIII,1008,1800,149,51
341,523,XIZZZZZZXIII,2,IIZZZZZZIIII,XIIIIIIIXIII,1008,2056,149,63
342,415,IIYZZZZZIZYI,2,IIZZZZZZIZZI,IIXIIIIIIIXI,1014,514,150,43
343,483,IXZZZZZZIZZX,2,IIZZZZZZIZZI,IXIIIIIIIIIX,1014,1025,150,53
344,545,IXZZZZZZXYYI,2,IIZZZZZZIZZI,IXIIIIIIXXXI,1014,1038,150,64
345,385,IIYZZZZZYIII,2,IIZZZZZZZIII,IIXIIIIIXIII,1016,520,151,40
346,454,IXZZZZZZZXII,2,IIZZZZZZZIII,IXIIIIIIIXII,1016,1028,151,50
347,475,IIYZZZZZZXXY,2,IIZZZZZZZIIZ,IIXIIIIIIXXX,1017,519,152,52
348,386,IIYZZZZZYIIZ,2,IIZZZZZZZIIZ,IIXIIIIIXIII,1017,520,152,40
349,455,IXZZZZZZZXIZ,2,IIZZZZZZZIIZ,IXIIIIIIIXII,1017,1028,152,50
350,416,IIYZZZZZZIYI,2,IIZZZZZZZIZI,IIXIIIIIIIXI,1018,514,153,43
351,387,IIYZZZZZYIZI,2,IIZZZZZZZIZI,IIXIIIIIXIII,1018,520,153,40
352,445,IIYZZZZZYXZX,2,IIZZZZZZZIZI,IIXIIIIIXXIX,1018,525,153,49
353,484,IXZZZZZZZIZX,2,IIZZZZZZZIZI,IXIIIIIIIIIX,1018,1025,153,53
354,456,IXZZZZZZZXZI,2,IIZZZZZZZIZI,IXIIIIIIIXII,1018,1028,153,50
355,520,IXZZZZZZYIYX,2,IIZZZZZZZIZI,IXIIIIIIXIXX,1018,1035,153,62
356,324,IIZYZZZZZYII,2,IIZZZZZZZZII,IIIXIIIIIXII,1020,260,154,31
357,476,IIYZZZZZZYXX,2,IIZZZZZZZZII,IIXIIIIIIXXX,1020,519,154,52
358,388,IIYZZZZZYZII,2,IIZZZZZZZZII,IIXIIIIIXIII,1020,520,154,40
359,438,IIYZZZYYZYII,2,IIZZZZZZZZII,IIXIIIXXIXII,1020,564,154,47
360,430,IIYZYYZZZYII,2,IIZZZZZZZZII,IIXIXXIIIXII,1020,708,154,45
361,485,IXZZZZZZZZIX,2,IIZZZZZZZZII,IXIIIIIIIIIX,1020,1025,154,53
362,546,IXZZZZZZYYXI,2,IIZZZZZZZZII,IXIIIIIIXXXI,1020,1038,154,64
